"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264"
"a.1175",0,0,15,13,12,11,0,0,0,0,0,0,0,24,66,19,8,0,0,0,0,0,0,0,18,50,17,12,0,0,0,0,0,0,0,14,29,13,8,0,0,0,0,0,0,0,11,26,13,7,0,0,0,0,0,0,0,14,28,15,9,0,0,0,0,0,0,0,13,39,22,11,0,0,0,0,0,0,0,9,39,24,10,0,0,0,0,0,0,0,13,31,21,10,0,0,0,0,0,0,0,10,25,17,8,0,0,0,0,0,0,0,11,23,19,7,0,0,0,0,0,0,0,13,21,19,10,0,0,0,0,0,0,0,10,25,22,12,0,0,0,0,0,0,0,11,44,76,15,0,0,0,0,0,0,0,11,42,81,15,0,0,0,0,0,0,0,10,30,50,13,0,0,0,0,0,0,0,11,24,44,14,0,0,0,0,0,0,0,8,24,38,13,0,0,0,0,0,0,0,11,22,41,13,0,0,0,0,0,0,0,11,21,47,18,0,0,0,0,0,0,0,11,21,46,20,0,0,0,0,0,0,0,11,19,42,22,0,0,0,0,0,0,0,9,17,39,20,0,0,0,0,0,0,0,13,16,43,24,0,0,0,0,0
"a.1176",0,0,18,49,22,12,11,0,0,0,0,0,0,25,169,57,13,9,0,0,0,0,0,0,19,104,44,11,12,0,0,0,0,0,0,15,73,40,10,11,0,0,0,0,0,0,13,55,31,11,8,0,0,0,0,0,0,11,41,28,12,9,0,0,0,0,0,0,11,39,27,10,8,0,0,0,0,0,0,13,37,37,10,10,0,0,0,0,0,0,11,34,30,12,10,0,0,0,0,0,0,10,28,30,13,8,0,0,0,0,0,0,10,31,46,14,9,0,0,0,0,0,0,11,27,36,12,10,0,0,0,0,0,0,10,25,37,12,11,0,0,0,0,0,0,10,36,130,54,10,0,0,0,0,0,0,8,28,106,41,10,0,0,0,0,0,0,11,23,59,26,10,0,0,0,0,0,0,9,23,55,27,11,0,0,0,0,0,0,11,21,70,44,11,0,0,0,0,0,0,9,26,118,90,14,0,0,0,0,0,0,11,25,132,133,18,0,0,0,0,0,0,11,27,185,230,27,0,0,0,0,0,0,11,39,281,297,38,0,0,0,0,0,0,11,40,348,361,42,0,0,0,0,0,0,10,39,357,562,72,0,0,0,0
"a.1177",0,0,32,126,37,10,0,0,0,0,0,0,0,26,110,32,10,0,0,0,0,0,0,0,18,58,23,10,0,0,0,0,0,0,0,16,37,14,9,0,0,0,0,0,0,0,14,35,17,11,0,0,0,0,0,0,0,11,34,17,9,0,0,0,0,0,0,0,16,37,20,10,0,0,0,0,0,0,0,14,44,22,9,0,0,0,0,0,0,0,17,69,36,13,0,0,0,0,0,0,0,16,58,30,10,0,0,0,0,0,0,0,16,48,32,10,0,0,0,0,0,0,0,16,56,36,11,0,0,0,0,0,0,0,14,42,27,9,0,0,0,0,0,0,0,11,37,25,11,0,0,0,0,0,0,0,12,39,27,10,0,0,0,0,0,0,0,14,33,28,9,0,0,0,0,0,0,0,12,40,29,11,0,0,0,0,0,0,0,11,39,32,9,0,0,0,0,0,0,0,12,43,37,11,0,0,0,0,0,0,0,13,37,33,9,0,0,0,0,0,0,0,13,37,39,11,0,0,0,0,0,0,0,13,57,65,15,0,0,0,0,0,0,0,15,81,99,17,0,0,0,0,0,0,0,13,75,96,17,0,0,0,0,0
"a.1178",0,0,10,12,9,9,0,0,0,0,0,0,0,15,59,21,11,0,0,0,0,0,0,0,17,49,20,11,0,0,0,0,0,0,0,14,41,19,10,0,0,0,0,0,0,0,14,67,35,8,0,0,0,0,0,0,0,14,59,31,11,0,0,0,0,0,0,0,13,46,27,11,0,0,0,0,0,0,0,13,36,24,11,0,0,0,0,0,0,0,10,27,20,10,0,0,0,0,0,0,0,12,27,21,11,0,0,0,0,0,0,0,10,26,20,11,0,0,0,0,0,0,0,12,23,19,10,0,0,0,0,0,0,0,11,21,20,14,0,0,0,0,0,0,0,12,23,20,12,0,0,0,0,0,0,0,11,20,19,11,0,0,0,0,0,0,0,11,23,22,11,0,0,0,0,0,0,0,13,21,26,13,0,0,0,0,0,0,0,12,47,87,20,0,0,0,0,0,0,0,18,110,323,62,0,0,0,0,0,0,0,14,68,210,49,0,0,0,0,0,0,0,11,40,111,32,0,0,0,0,0,0,0,12,30,72,20,0,0,0,0,0,0,0,12,36,99,28,0,0,0,0,0,0,0,11,47,164,35,0,0,0,0,0
"a.1179",0,0,0,0,0,9,9,8,10,0,0,0,0,0,0,0,21,44,18,10,0,0,0,0,0,0,0,29,103,28,9,0,0,0,0,0,0,0,19,63,20,9,0,0,0,0,0,0,0,16,43,16,9,0,0,0,0,0,0,0,13,37,15,9,0,0,0,0,0,0,0,14,29,13,8,0,0,0,0,0,0,0,12,24,15,8,0,0,0,0,0,0,0,12,26,14,10,0,0,0,0,0,0,0,19,60,23,8,0,0,0,0,0,0,0,18,56,19,9,0,0,0,0,0,0,0,13,38,16,10,0,0,0,0,0,0,0,14,30,15,9,0,0,0,0,0,0,0,15,27,14,8,0,0,0,0,0,0,0,14,26,16,9,0,0,0,0,0,0,0,14,45,23,10,0,0,0,0,0,0,0,16,47,21,11,0,0,0,0,0,0,0,14,34,16,9,0,0,0,0,0,0,0,11,37,18,9,0,0,0,0,0,0,0,16,37,21,10,0,0,0,0,0,0,0,15,48,50,27,0,0,0,0,0,0,0,20,115,218,40,0,0,0,0,0,0,0,18,115,230,32,0,0,0,0,0,0,0,15,67,132,31,0,0
"a.1180",0,0,0,0,0,7,12,9,7,0,0,0,0,0,0,0,30,81,15,8,0,0,0,0,0,0,0,23,62,17,7,0,0,0,0,0,0,0,20,54,15,10,0,0,0,0,0,0,0,17,43,16,11,0,0,0,0,0,0,0,20,67,24,11,0,0,0,0,0,0,0,20,75,26,9,0,0,0,0,0,0,0,18,62,25,14,0,0,0,0,0,0,0,16,55,25,11,0,0,0,0,0,0,0,17,51,24,12,0,0,0,0,0,0,0,14,50,26,12,0,0,0,0,0,0,0,15,45,27,9,0,0,0,0,0,0,0,13,33,20,10,0,0,0,0,0,0,0,14,32,17,13,0,0,0,0,0,0,0,13,26,18,11,0,0,0,0,0,0,0,13,30,24,15,0,0,0,0,0,0,0,13,53,71,14,0,0,0,0,0,0,0,15,50,69,15,0,0,0,0,0,0,0,12,36,45,11,0,0,0,0,0,0,0,12,31,36,13,0,0,0,0,0,0,0,12,27,37,12,0,0,0,0,0,0,0,11,28,39,13,0,0,0,0,0,0,0,10,25,34,16,0,0,0,0,0,0,0,12,25,31,12,0,0
"a.1181",0,0,0,0,0,11,9,10,8,0,0,0,0,0,0,0,13,38,29,13,0,0,0,0,0,0,0,12,45,39,12,0,0,0,0,0,0,0,10,31,36,9,0,0,0,0,0,0,0,10,27,28,9,0,0,0,0,0,0,0,9,23,26,10,0,0,0,0,0,0,0,9,19,23,10,0,0,0,0,0,0,0,10,17,20,8,0,0,0,0,0,0,0,10,17,20,11,0,0,0,0,0,0,0,11,18,30,10,0,0,0,0,0,0,0,10,21,42,14,0,0,0,0,0,0,0,12,20,46,13,0,0,0,0,0,0,0,7,19,38,14,0,0,0,0,0,0,0,11,23,70,21,0,0,0,0,0,0,0,10,25,83,24,0,0,0,0,0,0,0,12,18,50,18,0,0,0,0,0,0,0,8,17,48,18,0,0,0,0,0,0,0,9,14,46,16,0,0,0,0,0,0,0,11,16,42,17,0,0,0,0,0,0,0,10,19,73,33,0,0,0,0,0,0,0,10,17,73,32,0,0,0,0,0,0,0,12,15,61,30,0,0,0,0,0,0,0,10,15,53,30,0,0,0,0,0,0,0,7,15,39,23,0,0
"a.1182",0,0,15,32,17,10,0,0,0,0,0,0,0,20,74,28,13,0,0,0,0,0,0,0,17,68,33,11,0,0,0,0,0,0,0,23,127,63,13,0,0,0,0,0,0,0,17,72,38,11,0,0,0,0,0,0,0,13,42,22,13,0,0,0,0,0,0,0,11,33,19,8,0,0,0,0,0,0,0,12,31,18,11,0,0,0,0,0,0,0,13,28,20,12,0,0,0,0,0,0,0,11,38,30,11,0,0,0,0,0,0,0,13,38,32,13,0,0,0,0,0,0,0,12,32,28,12,0,0,0,0,0,0,0,12,34,37,12,0,0,0,0,0,0,0,11,33,33,12,0,0,0,0,0,0,0,8,29,28,13,0,0,0,0,0,0,0,12,23,26,11,0,0,0,0,0,0,0,15,35,54,16,0,0,0,0,0,0,0,14,64,123,24,0,0,0,0,0,0,0,11,48,93,15,0,0,0,0,0,0,0,12,30,53,13,0,0,0,0,0,0,0,12,29,45,13,0,0,0,0,0,0,0,9,25,46,13,0,0,0,0,0,0,0,10,22,38,13,0,0,0,0,0,0,0,10,19,28,8,0,0,0,0,0
"a.1183",0,0,0,0,0,10,9,9,0,0,0,0,0,0,0,0,11,12,11,0,0,0,0,0,0,0,0,11,12,11,0,0,0,0,0,0,0,0,11,17,9,0,0,0,0,0,0,0,0,13,17,13,0,0,0,0,0,0,0,0,13,22,10,0,0,0,0,0,0,0,0,12,17,10,0,0,0,0,0,0,0,0,11,12,10,0,0,0,0,0,0,0,0,11,13,9,0,0,0,0,0,0,0,0,16,37,10,0,0,0,0,0,0,0,0,17,39,13,0,0,0,0,0,0,0,0,12,27,9,0,0,0,0,0,0,0,0,12,23,12,0,0,0,0,0,0,0,0,12,25,11,0,0,0,0,0,0,0,0,13,17,10,0,0,0,0,0,0,0,0,13,22,9,0,0,0,0,0,0,0,0,23,53,15,0,0,0,0,0,0,0,0,51,136,20,0,0,0,0,0,0,0,0,75,204,26,0,0,0,0,0,0,0,0,47,125,18,0,0,0,0,0,0,0,0,30,71,16,0,0,0,0,0,0,0,0,40,88,16,0,0,0,0,0,0,0,0,45,117,20,0,0,0,0,0,0,0,0,54,131,20,0,0,0
"a.1184",0,0,0,0,0,15,39,10,0,0,0,0,0,0,0,0,21,85,23,0,0,0,0,0,0,0,0,20,58,21,0,0,0,0,0,0,0,0,24,65,18,0,0,0,0,0,0,0,0,17,76,22,0,0,0,0,0,0,0,0,21,69,21,0,0,0,0,0,0,0,0,22,87,23,0,0,0,0,0,0,0,0,17,62,21,0,0,0,0,0,0,0,0,18,50,15,0,0,0,0,0,0,0,0,25,81,17,0,0,0,0,0,0,0,0,30,110,27,0,0,0,0,0,0,0,0,23,86,24,0,0,0,0,0,0,0,0,21,66,22,0,0,0,0,0,0,0,0,19,50,15,0,0,0,0,0,0,0,0,20,56,14,0,0,0,0,0,0,0,0,20,58,18,0,0,0,0,0,0,0,0,19,47,15,0,0,0,0,0,0,0,0,15,41,14,0,0,0,0,0,0,0,0,15,33,13,0,0,0,0,0,0,0,0,16,29,12,0,0,0,0,0,0,0,0,20,47,12,0,0,0,0,0,0,0,0,19,58,16,0,0,0,0,0,0,0,0,19,46,14,0,0,0,0,0,0,0,0,15,35,13,0,0,0
"a.1185",0,0,8,9,9,9,0,0,0,0,0,0,0,15,32,14,9,0,0,0,0,0,0,0,22,63,19,11,0,0,0,0,0,0,0,17,63,23,7,0,0,0,0,0,0,0,16,58,23,10,0,0,0,0,0,0,0,14,55,22,12,0,0,0,0,0,0,0,13,49,25,9,0,0,0,0,0,0,0,13,41,21,11,0,0,0,0,0,0,0,13,35,19,11,0,0,0,0,0,0,0,11,32,21,8,0,0,0,0,0,0,0,12,31,26,10,0,0,0,0,0,0,0,12,29,26,10,0,0,0,0,0,0,0,10,30,29,12,0,0,0,0,0,0,0,11,29,32,12,0,0,0,0,0,0,0,10,25,32,10,0,0,0,0,0,0,0,11,23,27,11,0,0,0,0,0,0,0,11,21,26,10,0,0,0,0,0,0,0,11,20,30,12,0,0,0,0,0,0,0,10,19,27,11,0,0,0,0,0,0,0,10,19,30,14,0,0,0,0,0,0,0,10,18,44,17,0,0,0,0,0,0,0,9,19,49,18,0,0,0,0,0,0,0,10,17,42,19,0,0,0,0,0,0,0,10,18,36,15,0,0,0,0,0
"a.1186",0,0,0,12,44,24,8,0,0,0,0,0,0,0,12,37,21,9,0,0,0,0,0,0,0,11,24,16,9,0,0,0,0,0,0,0,11,19,13,12,0,0,0,0,0,0,0,10,23,18,10,0,0,0,0,0,0,0,9,22,16,8,0,0,0,0,0,0,0,12,24,20,12,0,0,0,0,0,0,0,10,24,21,9,0,0,0,0,0,0,0,12,39,36,14,0,0,0,0,0,0,0,11,39,39,9,0,0,0,0,0,0,0,12,28,29,12,0,0,0,0,0,0,0,10,22,22,8,0,0,0,0,0,0,0,11,22,22,12,0,0,0,0,0,0,0,14,72,105,19,0,0,0,0,0,0,0,13,75,109,15,0,0,0,0,0,0,0,13,49,68,15,0,0,0,0,0,0,0,8,36,52,12,0,0,0,0,0,0,0,15,54,94,20,0,0,0,0,0,0,0,12,65,130,21,0,0,0,0,0,0,0,15,72,145,26,0,0,0,0,0,0,0,10,48,97,18,0,0,0,0,0,0,0,12,37,68,17,0,0,0,0,0,0,0,10,30,59,14,0,0,0,0,0,0,0,12,29,52,15,0,0,0,0
"a.1187",0,0,0,17,59,28,0,0,0,0,0,0,0,0,20,100,39,0,0,0,0,0,0,0,0,15,62,26,0,0,0,0,0,0,0,0,17,57,23,0,0,0,0,0,0,0,0,13,44,19,0,0,0,0,0,0,0,0,11,36,16,0,0,0,0,0,0,0,0,15,38,17,0,0,0,0,0,0,0,0,20,54,21,0,0,0,0,0,0,0,0,18,60,19,0,0,0,0,0,0,0,0,19,53,18,0,0,0,0,0,0,0,0,14,42,17,0,0,0,0,0,0,0,0,12,38,13,0,0,0,0,0,0,0,0,15,36,14,0,0,0,0,0,0,0,0,15,42,17,0,0,0,0,0,0,0,0,16,35,15,0,0,0,0,0,0,0,0,17,33,13,0,0,0,0,0,0,0,0,70,164,27,0,0,0,0,0,0,0,0,76,193,26,0,0,0,0,0,0,0,0,53,133,22,0,0,0,0,0,0,0,0,46,95,17,0,0,0,0,0,0,0,0,33,75,16,0,0,0,0,0,0,0,0,28,57,16,0,0,0,0,0,0,0,0,30,55,17,0,0,0,0,0,0,0,0,40,68,18,0,0,0,0,0
"a.1188",0,0,0,0,7,9,10,17,15,14,11,0,0,0,0,9,11,30,107,102,70,19,0,0,0,0,8,10,23,103,210,111,20,0,0,0,0,9,9,15,66,184,88,13,0,0,0,0,8,10,17,68,138,60,12,0,0,0,0,9,11,26,111,118,42,12,0,0,0,0,10,13,40,112,91,36,11,0,0,0,0,10,10,29,74,68,30,11,0,0,0,0,11,13,23,53,57,24,11,0,0,0,0,11,17,43,48,63,26,13,0,0,0,0,9,20,49,37,51,24,11,0,0,0,0,11,19,37,33,52,23,11,0,0,0,0,10,22,26,32,56,25,12,0,0,0,0,16,37,26,28,59,30,10,0,0,0,0,20,62,26,27,66,33,11,0,0,0,0,21,55,23,27,80,53,13,0,0,0,0,16,39,19,25,87,65,12,0,0,0,0,14,28,18,23,64,51,11,0,0,0,0,14,23,15,20,49,42,11,0,0,0,0,13,19,15,19,43,41,11,0,0,0,0,13,16,13,17,40,42,11,0,0,0,0,11,17,13,18,36,44,14,0,0,0,0,12,16,12,19,37,63,17,0,0,0,0,11,14,13,16,36,73,17
"a.1189",0,0,28,101,88,23,0,0,0,0,0,0,0,46,257,213,23,0,0,0,0,0,0,0,28,156,139,17,0,0,0,0,0,0,0,20,110,100,14,0,0,0,0,0,0,0,17,86,80,12,0,0,0,0,0,0,0,13,64,58,13,0,0,0,0,0,0,0,16,63,58,12,0,0,0,0,0,0,0,14,63,57,11,0,0,0,0,0,0,0,13,49,43,10,0,0,0,0,0,0,0,14,48,43,11,0,0,0,0,0,0,0,11,45,38,11,0,0,0,0,0,0,0,11,40,34,11,0,0,0,0,0,0,0,12,33,31,9,0,0,0,0,0,0,0,11,31,26,10,0,0,0,0,0,0,0,11,30,25,10,0,0,0,0,0,0,0,12,30,27,10,0,0,0,0,0,0,0,13,30,26,11,0,0,0,0,0,0,0,10,24,26,9,0,0,0,0,0,0,0,11,23,20,10,0,0,0,0,0,0,0,10,22,18,10,0,0,0,0,0,0,0,12,20,17,10,0,0,0,0,0,0,0,10,19,17,9,0,0,0,0,0,0,0,9,18,17,9,0,0,0,0,0,0,0,11,18,16,9,0,0,0,0,0
"a.1190",0,0,14,43,31,10,0,0,0,0,0,0,0,12,75,48,11,0,0,0,0,0,0,0,12,45,32,10,0,0,0,0,0,0,0,11,56,94,16,0,0,0,0,0,0,0,13,79,133,19,0,0,0,0,0,0,0,12,66,118,17,0,0,0,0,0,0,0,11,49,83,14,0,0,0,0,0,0,0,9,36,59,15,0,0,0,0,0,0,0,10,28,47,11,0,0,0,0,0,0,0,10,30,75,18,0,0,0,0,0,0,0,9,28,65,16,0,0,0,0,0,0,0,10,25,52,17,0,0,0,0,0,0,0,10,25,58,20,0,0,0,0,0,0,0,10,22,47,18,0,0,0,0,0,0,0,10,17,39,16,0,0,0,0,0,0,0,9,17,33,16,0,0,0,0,0,0,0,8,16,31,17,0,0,0,0,0,0,0,9,15,28,14,0,0,0,0,0,0,0,12,17,25,13,0,0,0,0,0,0,0,10,17,21,13,0,0,0,0,0,0,0,10,17,23,13,0,0,0,0,0,0,0,11,14,19,12,0,0,0,0,0,0,0,8,14,20,11,0,0,0,0,0,0,0,9,12,18,12,0,0,0,0,0
"a.1191",0,0,0,0,0,10,113,106,19,0,0,0,0,0,0,0,19,109,106,16,0,0,0,0,0,0,0,18,57,54,13,0,0,0,0,0,0,0,15,47,50,13,0,0,0,0,0,0,0,12,69,90,17,0,0,0,0,0,0,0,16,85,121,18,0,0,0,0,0,0,0,13,78,112,17,0,0,0,0,0,0,0,15,84,137,20,0,0,0,0,0,0,0,16,60,97,19,0,0,0,0,0,0,0,17,44,66,17,0,0,0,0,0,0,0,14,35,49,15,0,0,0,0,0,0,0,16,34,43,14,0,0,0,0,0,0,0,9,36,59,15,0,0,0,0,0,0,0,14,42,83,19,0,0,0,0,0,0,0,8,42,98,21,0,0,0,0,0,0,0,12,39,101,21,0,0,0,0,0,0,0,11,35,82,18,0,0,0,0,0,0,0,12,32,75,19,0,0,0,0,0,0,0,11,43,139,33,0,0,0,0,0,0,0,12,37,121,27,0,0,0,0,0,0,0,14,26,73,19,0,0,0,0,0,0,0,12,21,50,14,0,0,0,0,0,0,0,7,23,77,24,0,0,0,0,0,0,0,5,28,112,32,0,0
"a.1192",0,0,0,11,11,10,10,0,0,0,0,0,0,0,29,55,13,9,0,0,0,0,0,0,0,28,58,15,10,0,0,0,0,0,0,0,20,40,15,12,0,0,0,0,0,0,0,17,28,13,10,0,0,0,0,0,0,0,17,30,13,10,0,0,0,0,0,0,0,17,57,18,10,0,0,0,0,0,0,0,18,49,18,11,0,0,0,0,0,0,0,18,36,15,9,0,0,0,0,0,0,0,15,44,18,11,0,0,0,0,0,0,0,18,64,26,12,0,0,0,0,0,0,0,14,51,24,11,0,0,0,0,0,0,0,16,44,22,12,0,0,0,0,0,0,0,13,47,22,10,0,0,0,0,0,0,0,16,45,26,10,0,0,0,0,0,0,0,14,48,31,12,0,0,0,0,0,0,0,15,34,25,12,0,0,0,0,0,0,0,12,30,20,10,0,0,0,0,0,0,0,13,35,29,13,0,0,0,0,0,0,0,12,42,44,12,0,0,0,0,0,0,0,13,35,30,12,0,0,0,0,0,0,0,14,27,24,12,0,0,0,0,0,0,0,12,25,26,11,0,0,0,0,0,0,0,15,41,75,16,0,0,0,0
"a.1193",0,0,21,42,18,11,12,0,0,0,0,0,0,35,176,44,10,8,0,0,0,0,0,0,22,111,35,8,7,0,0,0,0,0,0,23,133,62,11,8,0,0,0,0,0,0,18,99,49,11,7,0,0,0,0,0,0,17,64,37,11,12,0,0,0,0,0,0,14,66,55,13,12,0,0,0,0,0,0,14,55,50,12,12,0,0,0,0,0,0,15,47,44,13,11,0,0,0,0,0,0,13,42,49,14,11,0,0,0,0,0,0,12,35,41,11,11,0,0,0,0,0,0,12,34,35,12,8,0,0,0,0,0,0,10,31,31,13,9,0,0,0,0,0,0,12,29,40,15,12,0,0,0,0,0,0,12,28,42,14,9,0,0,0,0,0,0,12,28,54,24,13,0,0,0,0,0,0,12,32,115,66,13,0,0,0,0,0,0,10,28,123,73,16,0,0,0,0,0,0,11,21,75,49,12,0,0,0,0,0,0,10,22,54,38,11,0,0,0,0,0,0,12,21,50,43,8,0,0,0,0,0,0,12,18,41,35,13,0,0,0,0,0,0,10,18,34,27,13,0,0,0,0,0,0,10,18,30,28,13,0,0,0,0
"a.1194",0,0,0,0,0,13,28,25,12,9,0,0,0,0,0,0,37,229,88,14,9,0,0,0,0,0,0,44,275,86,13,8,0,0,0,0,0,0,36,224,68,12,9,0,0,0,0,0,0,29,150,65,13,10,0,0,0,0,0,0,22,124,79,12,10,0,0,0,0,0,0,17,86,52,11,9,0,0,0,0,0,0,17,64,38,11,9,0,0,0,0,0,0,16,53,32,11,10,0,0,0,0,0,0,14,50,36,11,11,0,0,0,0,0,0,13,44,36,12,10,0,0,0,0,0,0,12,44,47,15,8,0,0,0,0,0,0,13,40,56,19,11,0,0,0,0,0,0,13,40,73,26,10,0,0,0,0,0,0,13,35,52,18,9,0,0,0,0,0,0,13,31,35,14,10,0,0,0,0,0,0,11,29,27,14,9,0,0,0,0,0,0,10,26,26,12,8,0,0,0,0,0,0,12,24,27,16,10,0,0,0,0,0,0,12,24,28,20,12,0,0,0,0,0,0,11,22,26,19,9,0,0,0,0,0,0,10,22,24,18,12,0,0,0,0,0,0,12,22,28,35,12,0,0,0,0,0,0,11,22,40,82,18,0
"a.1195",0,0,0,13,53,45,11,9,0,0,0,0,0,0,13,50,46,11,9,0,0,0,0,0,0,10,40,38,13,8,0,0,0,0,0,0,13,36,49,11,10,0,0,0,0,0,0,12,35,55,13,6,0,0,0,0,0,0,11,29,44,14,10,0,0,0,0,0,0,14,46,136,13,10,0,0,0,0,0,0,12,43,160,37,11,0,0,0,0,0,0,12,28,84,29,10,0,0,0,0,0,0,11,26,69,19,9,0,0,0,0,0,0,9,24,67,18,11,0,0,0,0,0,0,11,21,61,21,9,0,0,0,0,0,0,10,18,50,18,9,0,0,0,0,0,0,9,18,47,17,9,0,0,0,0,0,0,12,25,108,17,8,0,0,0,0,0,0,12,23,154,72,13,0,0,0,0,0,0,11,21,91,76,16,0,0,0,0,0,0,10,19,62,43,11,0,0,0,0,0,0,11,16,51,32,10,0,0,0,0,0,0,11,16,51,34,10,0,0,0,0,0,0,10,16,46,38,11,0,0,0,0,0,0,11,16,39,36,14,0,0,0,0,0,0,12,14,38,29,12,0,0,0,0,0,0,11,16,45,36,11,0,0,0
"a.1196",0,0,0,29,59,19,0,0,0,0,0,0,0,0,59,176,28,0,0,0,0,0,0,0,0,37,106,18,0,0,0,0,0,0,0,0,43,124,22,0,0,0,0,0,0,0,0,73,200,32,0,0,0,0,0,0,0,0,87,254,36,0,0,0,0,0,0,0,0,51,145,20,0,0,0,0,0,0,0,0,38,97,17,0,0,0,0,0,0,0,0,34,85,19,0,0,0,0,0,0,0,0,34,83,16,0,0,0,0,0,0,0,0,31,69,14,0,0,0,0,0,0,0,0,30,61,13,0,0,0,0,0,0,0,0,24,56,13,0,0,0,0,0,0,0,0,22,48,14,0,0,0,0,0,0,0,0,21,48,12,0,0,0,0,0,0,0,0,25,49,12,0,0,0,0,0,0,0,0,29,52,12,0,0,0,0,0,0,0,0,25,51,14,0,0,0,0,0,0,0,0,30,51,12,0,0,0,0,0,0,0,0,28,54,14,0,0,0,0,0,0,0,0,69,112,18,0,0,0,0,0,0,0,0,84,143,18,0,0,0,0,0,0,0,0,50,83,12,0,0,0,0,0,0,0,0,30,52,12,0,0,0,0,0
"a.1197",0,0,0,0,0,13,10,10,9,9,0,0,0,0,0,0,23,115,37,10,9,0,0,0,0,0,0,16,91,32,11,8,0,0,0,0,0,0,16,51,23,10,8,0,0,0,0,0,0,13,44,28,10,8,0,0,0,0,0,0,16,94,89,15,9,0,0,0,0,0,0,16,72,72,13,9,0,0,0,0,0,0,13,64,75,14,10,0,0,0,0,0,0,13,51,71,13,10,0,0,0,0,0,0,11,38,46,13,9,0,0,0,0,0,0,11,31,37,13,10,0,0,0,0,0,0,11,29,36,12,11,0,0,0,0,0,0,14,26,39,15,10,0,0,0,0,0,0,11,27,59,19,11,0,0,0,0,0,0,10,24,52,17,10,0,0,0,0,0,0,13,23,41,16,10,0,0,0,0,0,0,10,21,42,19,9,0,0,0,0,0,0,11,18,40,19,13,0,0,0,0,0,0,11,18,30,15,9,0,0,0,0,0,0,10,23,49,49,15,0,0,0,0,0,0,10,19,85,96,15,0,0,0,0,0,0,11,21,93,146,22,0,0,0,0,0,0,10,18,83,140,18,0,0,0,0,0,0,13,16,48,73,14,0
"a.1198",0,0,12,18,10,11,0,0,0,0,0,0,0,26,95,26,10,0,0,0,0,0,0,0,19,63,19,10,0,0,0,0,0,0,0,15,43,17,9,0,0,0,0,0,0,0,11,33,15,10,0,0,0,0,0,0,0,14,28,14,10,0,0,0,0,0,0,0,12,27,16,11,0,0,0,0,0,0,0,12,36,31,13,0,0,0,0,0,0,0,12,49,54,12,0,0,0,0,0,0,0,14,36,40,12,0,0,0,0,0,0,0,13,29,31,10,0,0,0,0,0,0,0,8,26,27,11,0,0,0,0,0,0,0,11,26,46,16,0,0,0,0,0,0,0,10,25,46,14,0,0,0,0,0,0,0,10,23,38,15,0,0,0,0,0,0,0,12,20,40,15,0,0,0,0,0,0,0,11,21,43,17,0,0,0,0,0,0,0,10,17,42,19,0,0,0,0,0,0,0,10,20,48,28,0,0,0,0,0,0,0,10,20,74,42,0,0,0,0,0,0,0,10,21,86,53,0,0,0,0,0,0,0,10,17,59,39,0,0,0,0,0,0,0,10,17,54,49,0,0,0,0,0,0,0,11,18,61,64,0,0,0,0,0
